Nom,Prénom,Projet,Spécialité,Hobby,Nombre d'années d'expérience,Défaut,Qualité,Couleur préférée,Plat préféré,Boisson préférée,Langage préféré
Leroy,Mariam,InnovateX,Cybersécurité,Cinéma,0,Mélancolie,Empathie,Bleu,Lasagnes,Thé,Go
Moreau,Saliou,FutureDev,Dev Web,Gaming,14,Impatience,Organisation,Vert,Sushi,Café,C#
Simon,Aminata,CloudScale,Cloud,Lecture,7,Procrastination,Rigueur,Rouge,Burger,Lait,Java
Laurent,Mamadou,AgriTech+,UI/UX,Football,3,Timidité,Curiosité,Jaune,Pizza,Smoothies,Rust
Lefebvre,Khadija,SafeCity,QA,Danse,10,Perfectionnisme,Esprit d'équipe,Rose,Pâtes Carbonara,Jus de mangue,TypeScript
Roux,John,EduBoost,Big Data,Musique,5,Têtu,Optimisme,Blanc,Yassa Poulet,Limonade,Kotlin
Dupont,Emily,FinTrack,Blockchain,Photographie,8,Distrait,Créativité,Violet,Ramen,Chocolat chaud,Python
Martin,Michael,HealthConnect,Embarqué,Randonnée,2,Indécis,Ponctualité,Orange,Couscous,Eau,C++
Bernard,Sarah,GreenPulse,Réseau,Cuisine,9,Facilement stressé,Persévérance,Gris,Tajine,Soda,JavaScript
Thomas,David,SmartGrid,ERP,Jardinage,4,Bavard,Loyauté,Marron,Paella,Bière,PHP
Petit,Jessica,CyberGuard,CRM,Bricolage,11,Susceptible,Générosité,Cyan,Poulet DG,Thé,Go
Durand,Chris,DataInsight,Data,Cinéma,0,Mélancolie,Empathie,Bleu,Lasagnes,Café,C#
Leroy,Anna,RoboAssist,DevOps,Gaming,14,Impatience,Organisation,Vert,Sushi,Lait,Java
Moreau,Robert,UrbanFlow,Mobile,Lecture,7,Procrastination,Rigueur,Rouge,Burger,Smoothies,Rust
Simon,Lisa,EcoHarvest,IA,Football,3,Timidité,Curiosité,Jaune,Pizza,Jus de mangue,TypeScript
Laurent,Jean,SpaceBridge,Cybersécurité,Danse,10,Perfectionnisme,Esprit d'équipe,Rose,Pâtes Carbonara,Limonade,Kotlin
Lefebvre,Marie,AeroNav,Dev Web,Musique,5,Têtu,Optimisme,Blanc,Yassa Poulet,Chocolat chaud,Python
Roux,Pierre,BizFlow,Cloud,Photographie,8,Distrait,Créativité,Violet,Ramen,Eau,C++
Dupont,Sophie,SecurePath,UI/UX,Randonnée,2,Indécis,Ponctualité,Orange,Couscous,Soda,JavaScript
Martin,Louis,InnovateX,QA,Cuisine,9,Facilement stressé,Persévérance,Gris,Tajine,Bière,PHP
Bernard,Chloé,FutureDev,Big Data,Jardinage,4,Bavard,Loyauté,Marron,Paella,Thé,Go
Thomas,Antoine,CloudScale,Blockchain,Bricolage,11,Susceptible,Générosité,Cyan,Poulet DG,Café,C#
Petit,Camille,AgriTech+,Embarqué,Cinéma,0,Mélancolie,Empathie,Bleu,Lasagnes,Lait,Java
Durand,Lucas,SafeCity,Réseau,Gaming,13,Impatience,Organisation,Vert,Sushi,Smoothies,Rust
Leroy,Manon,EduBoost,ERP,Lecture,6,Procrastination,Rigueur,Rouge,Burger,Jus de mangue,TypeScript
Moreau,Emma,FinTrack,CRM,Football,1,Timidité,Curiosité,Jaune,Pizza,Limonade,Kotlin
Simon,Nathan,HealthConnect,Data,Danse,10,Perfectionnisme,Esprit d'équipe,Rose,Pâtes Carbonara,Chocolat chaud,Python
Laurent,Aïcha,GreenPulse,DevOps,Musique,5,Têtu,Optimisme,Blanc,Yassa Poulet,Eau,C++
Lefebvre,Moussa,SmartGrid,Mobile,Photographie,8,Distrait,Créativité,Violet,Ramen,Soda,JavaScript
Roux,Fatoumata,CyberGuard,IA,Randonnée,2,Indécis,Ponctualité,Orange,Couscous,Bière,PHP
Dupont,Omar,DataInsight,Cybersécurité,Cuisine,9,Facilement stressé,Persévérance,Gris,Tajine,Thé,Go
Martin,Adama,RoboAssist,Dev Web,Jardinage,4,Bavard,Loyauté,Marron,Paella,Café,C#
Bernard,Mariam,UrbanFlow,Cloud,Bricolage,11,Susceptible,Générosité,Cyan,Poulet DG,Lait,Java
Thomas,Saliou,EcoHarvest,UI/UX,Cinéma,0,Mélancolie,Empathie,Bleu,Lasagnes,Smoothies,Rust
Petit,Aminata,SpaceBridge,QA,Gaming,14,Impatience,Organisation,Vert,Sushi,Jus de mangue,TypeScript
Durand,Mamadou,AeroNav,Big Data,Lecture,7,Procrastination,Rigueur,Rouge,Burger,Limonade,Kotlin
Leroy,Khadija,BizFlow,Blockchain,Football,3,Timidité,Curiosité,Jaune,Pizza,Chocolat chaud,Python
Moreau,John,SecurePath,Embarqué,Danse,10,Perfectionnisme,Esprit d'équipe,Rose,Pâtes Carbonara,Eau,C++
Simon,Emily,InnovateX,Réseau,Musique,5,Têtu,Optimisme,Blanc,Yassa Poulet,Soda,JavaScript
Laurent,Michael,FutureDev,ERP,Photographie,8,Distrait,Créativité,Violet,Ramen,Bière,PHP
Lefebvre,Sarah,CloudScale,CRM,Randonnée,2,Indécis,Ponctualité,Orange,Couscous,Thé,Go
Roux,David,AgriTech+,Data,Cuisine,9,Facilement stressé,Persévérance,Gris,Tajine,Café,C#
Dupont,Jessica,SafeCity,DevOps,Jardinage,4,Bavard,Loyauté,Marron,Paella,Lait,Java
Martin,Chris,EduBoost,Mobile,Bricolage,11,Susceptible,Générosité,Cyan,Poulet DG,Smoothies,Rust
Bernard,Anna,FinTrack,IA,Cinéma,0,Mélancolie,Empathie,Bleu,Lasagnes,Jus de mangue,TypeScript
Thomas,Robert,HealthConnect,Cybersécurité,Gaming,13,Impatience,Organisation,Vert,Sushi,Limonade,Kotlin
Petit,Lisa,GreenPulse,Dev Web,Lecture,6,Procrastination,Rigueur,Rouge,Burger,Chocolat chaud,Python
Durand,Jean,SmartGrid,Cloud,Football,1,Timidité,Curiosité,Jaune,Pizza,Eau,C++
Leroy,Marie,CyberGuard,UI/UX,Danse,10,Perfectionnisme,Esprit d'équipe,Rose,Pâtes Carbonara,Soda,JavaScript
Moreau,Pierre,DataInsight,QA,Musique,5,Têtu,Optimisme,Blanc,Yassa Poulet,Bière,PHP
Simon,Sophie,RoboAssist,Big Data,Photographie,8,Distrait,Créativité,Violet,Ramen,Thé,Go
Laurent,Louis,UrbanFlow,Blockchain,Randonnée,2,Indécis,Ponctualité,Orange,Couscous,Café,C#
Lefebvre,Chloé,EcoHarvest,Embarqué,Cuisine,9,Facilement stressé,Persévérance,Gris,Tajine,Lait,Java
Roux,Antoine,SpaceBridge,Réseau,Jardinage,4,Bavard,Loyauté,Marron,Paella,Smoothies,Rust
Dupont,Camille,AeroNav,ERP,Bricolage,11,Susceptible,Générosité,Cyan,Poulet DG,Jus de mangue,TypeScript
Martin,Lucas,BizFlow,CRM,Cinéma,0,Mélancolie,Empathie,Bleu,Lasagnes,Limonade,Kotlin
Bernard,Manon,SecurePath,Data,Gaming,13,Impatience,Organisation,Vert,Sushi,Chocolat chaud,Python
Thomas,Emma,InnovateX,DevOps,Lecture,6,Procrastination,Rigueur,Rouge,Burger,Eau,C++
Petit,Nathan,FutureDev,Mobile,Football,1,Timidité,Curiosité,Jaune,Pizza,Soda,JavaScript
Durand,Aïcha,CloudScale,IA,Danse,10,Perfectionnisme,Esprit d'équipe,Rose,Pâtes Carbonara,Bière,PHP
Leroy,Moussa,AgriTech+,Cybersécurité,Musique,5,Têtu,Optimisme,Blanc,Yassa Poulet,Thé,Go
Moreau,Fatoumata,SafeCity,Dev Web,Photographie,8,Distrait,Créativité,Violet,Ramen,Café,C#
Dupont,Sophie,EduBoost,Data,Lecture,5,Procrastination,Créativité,Bleu,Pizza,Café,Python
Ndiaye,Moussa,FinTrack,Dev Web,Football,12,Impatience,Empathie,Vert,Thieboudienne,Thé vert,JavaScript
Smith,Alice,SafeCity,IA,Gaming,8,Perfectionnisme,Rigueur,Red,Sushi,Eau pétillante,Python
Martin,Paul,HealthConnect,Cybersécurité,Coding,3,Timidité,Adaptabilité,Jaune,Burger gourmet,Jus d'orange,Java
Diallo,Fatoumata,AgriTech+,Mobile,Danse,7,Têtu,Esprit d'équipe,Noir,Yassa au poulet,Coca-Cola,Kotlin
Johnson,Bob,GreenEnergy,DevOps,Voyage,10,Distrait,Persévérance,Blanc,Couscous royal,Lait frais,Go
Bernard,Marie,SmartLogistics,Cloud,Randonnée,2,Gourmandise,Curiosité,Violet,Poulet rôti,Bière artisanale,C#
Traoré,Omar,CyberGuard,UI/UX,Cuisine,6,Curiosité excessive,Optimisme,Orange,Salade composée,Vin rouge,TypeScript
Williams,Charlie,DataInsight,QA,Musique,1,Sensibilité,Fiabilité,Rose,Tacos mexicains,Limonade maison,PHP
Sow,Aminata,RoboAssist,Product Owner,Photographie,9,Bavard,Humour,Gris,Paella,Sirop de menthe,Python
Jones,Diana,UrbanFlow,Machine Learning,Yoga,4,Narcissisme léger,Leadership,Marron,Raclette,Smoothie,R
Dubois,Pierre,EcoHarvest,Big Data,Peinture,11,Indécision,Logique,Cyan,Soupe Pho,Tisane,Python
Coulibaly,Ibrahim,AIPrognosis,Réseaux,Natation,0,Hyperactif,Organisation,Bleu,Curry indien,Café,C++
Brown,Eve,QuantumSecure,Embarqué,Jardinage,13,Procrastination,Autonomie,Vert,Pizza,Thé vert,Java
Konaté,Mariam,BioInnovate,Blockchain,Échecs,7,Impatience,Créativité,Red,Thieboudienne,Eau pétillante,JavaScript
Miller,Frank,MediCareLink,Data,Cinéma,5,Perfectionnisme,Empathie,Jaune,Sushi,Jus d'orange,Python
Camara,Ousmane,FoodChain,Dev Web,Bénévolat,9,Timidité,Rigueur,Noir,Burger gourmet,Coca-Cola,PHP
Davis,Grace,TravelWise,DevOps,Lecture,2,Têtu,Adaptabilité,Blanc,Yassa au poulet,Lait frais,Go
Bâ,Khadija,AutoPilotX,IA,Football,14,Distrait,Esprit d'équipe,Violet,Couscous royal,Bière artisanale,C#
Garcia,Henry,SmartHomeOS,Cybersécurité,Gaming,6,Gourmandise,Persévérance,Orange,Poulet rôti,Vin rouge,Rust
Diop,Lamine,EduBoost,Mobile,Coding,1,Curiosité excessive,Curiosité,Rose,Salade composée,Limonade maison,Kotlin
Rodriguez,Ivy,FinTrack,Cloud,Danse,10,Sensibilité,Optimisme,Gris,Tacos mexicains,Sirop de menthe,TypeScript
Keita,Jack,SafeCity,UI/UX,Voyage,8,Bavard,Fiabilité,Marron,Paella,Smoothie,Python
Leroy,Sophie,HealthConnect,QA,Randonnée,4,Narcissisme léger,Humour,Cyan,Raclette,Tisane,PHP
Moreau,Paul,AgriTech+,Product Owner,Cuisine,12,Indécision,Leadership,Bleu,Soupe Pho,Café,Java
Laurent,Marie,GreenEnergy,Machine Learning,Musique,0,Hyperactif,Logique,Vert,Curry indien,Thé vert,C++
Simon,Pierre,SmartLogistics,Big Data,Photographie,15,Procrastination,Organisation,Red,Pizza,Eau pétillante,JavaScript
Michel,Jean,CyberGuard,Réseaux,Yoga,7,Impatience,Autonomie,Jaune,Thieboudienne,Jus d'orange,Python
Dupont,Aïcha,DataInsight,Embarqué,Peinture,3,Perfectionnisme,Créativité,Noir,Sushi,Coca-Cola,Swift
Ndiaye,Bob,RoboAssist,Blockchain,Natation,11,Timidité,Empathie,Blanc,Burger gourmet,Lait frais,Go
Smith,Fatoumata,UrbanFlow,Data,Jardinage,5,Têtu,Rigueur,Violet,Yassa au poulet,Bière artisanale,C#
Martin,Omar,EcoHarvest,Dev Web,Échecs,9,Distrait,Adaptabilité,Orange,Couscous royal,Vin rouge,Rust
Diallo,Aminata,AIPrognosis,DevOps,Cinéma,2,Gourmandise,Esprit d'équipe,Rose,Poulet rôti,Limonade maison,Kotlin
Johnson,Mariam,QuantumSecure,IA,Bénévolat,14,Curiosité excessive,Persévérance,Gris,Salade composée,Sirop de menthe,TypeScript
Bernard,Ousmane,BioInnovate,Cybersécurité,Lecture,6,Sensibilité,Curiosité,Marron,Tacos mexicains,Smoothie,Python
Traoré,Khadija,MediCareLink,Mobile,Football,1,Bavard,Optimisme,Cyan,Paella,Tisane,PHP
Williams,Lamine,FoodChain,Cloud,Gaming,10,Narcissisme léger,Fiabilité,Bleu,Raclette,Café,Java
Sow,Sophie,TravelWise,UI/UX,Coding,8,Indécision,Humour,Vert,Soupe Pho,Thé vert,C++
Jones,Paul,AutoPilotX,QA,Danse,4,Hyperactif,Leadership,Red,Curry indien,Eau pétillante,JavaScript
Dubois,Marie,SmartHomeOS,Product Owner,Voyage,12,Procrastination,Logique,Jaune,Pizza,Jus d'orange,Python
Coulibaly,Pierre,EduBoost,Machine Learning,Randonnée,0,Impatience,Organisation,Noir,Thieboudienne,Coca-Cola,Swift
Brown,Jean,FinTrack,Big Data,Cuisine,15,Perfectionnisme,Autonomie,Blanc,Sushi,Lait frais,Go
Konaté,Antoine,SafeCity,Réseaux,Musique,7,Timidité,Créativité,Violet,Burger gourmet,Bière artisanale,C#
Miller,Camille,HealthConnect,Embarqué,Photographie,3,Têtu,Empathie,Orange,Yassa au poulet,Vin rouge,Rust
Camara,Louis,AgriTech+,Blockchain,Yoga,11,Distrait,Rigueur,Rose,Couscous royal,Limonade maison,Kotlin
Davis,Manon,GreenEnergy,Data,Peinture,5,Gourmandise,Adaptabilité,Gris,Poulet rôti,Sirop de menthe,TypeScript
Bâ,Emma,SmartLogistics,Dev Web,Natation,9,Curiosité excessive,Esprit d'équipe,Marron,Salade composée,Smoothie,Python
Garcia,Aïcha,CyberGuard,DevOps,Jardinage,2,Sensibilité,Persévérance,Cyan,Tacos mexicains,Tisane,PHP
Diop,Moussa,DataInsight,IA,Échecs,14,Bavard,Curiosité,Bleu,Paella,Café,Java
Rodriguez,Fatoumata,RoboAssist,Cybersécurité,Cinéma,6,Narcissisme léger,Optimisme,Vert,Raclette,Thé vert,C++
Keita,Omar,UrbanFlow,Mobile,Bénévolat,1,Indécision,Fiabilité,Red,Soupe Pho,Eau pétillante,JavaScript
Leroy,Aminata,EcoHarvest,Cloud,Lecture,10,Hyperactif,Humour,Jaune,Curry indien,Jus d'orange,Python
Moreau,Ibrahim,AIPrognosis,UI/UX,Football,8,Procrastination,Leadership,Noir,Pizza,Coca-Cola,Swift
Laurent,Mariam,QuantumSecure,QA,Gaming,4,Impatience,Logique,Blanc,Thieboudienne,Lait frais,Go
Simon,Ousmane,BioInnovate,Product Owner,Coding,12,Perfectionnisme,Organisation,Violet,Sushi,Bière artisanale,C#
Michel,Khadija,MediCareLink,Machine Learning,Danse,0,Timidité,Autonomie,Orange,Burger gourmet,Vin rouge,Rust
Dupont,Lamine,FoodChain,Big Data,Voyage,15,Têtu,Créativité,Rose,Yassa au poulet,Limonade maison,Kotlin
Ndiaye,Sophie,TravelWise,Réseaux,Randonnée,7,Distrait,Empathie,Gris,Couscous royal,Sirop de menthe,TypeScript
Smith,Paul,AutoPilotX,Embarqué,Cuisine,3,Gourmandise,Rigueur,Marron,Poulet rôti,Smoothie,Python
Martin,Marie,SmartHomeOS,Blockchain,Musique,11,Curiosité excessive,Adaptabilité,Cyan,Salade composée,Tisane,PHP
Diallo,Pierre,EduBoost,Data,Photographie,5,Sensibilité,Esprit d'équipe,Bleu,Tacos mexicains,Café,Java
Johnson,Jean,FinTrack,Dev Web,Yoga,9,Bavard,Persévérance,Vert,Paella,Thé vert,C++
Bernard,Antoine,SafeCity,DevOps,Peinture,2,Narcissisme léger,Curiosité,Red,Raclette,Eau pétillante,JavaScript
Traoré,Camille,HealthConnect,IA,Natation,14,Indécision,Optimisme,Jaune,Soupe Pho,Jus d'orange,Python
Williams,Louis,AgriTech+,Cybersécurité,Jardinage,6,Hyperactif,Fiabilité,Noir,Curry indien,Coca-Cola,Swift
Sow,Manon,GreenEnergy,Mobile,Échecs,1,Procrastination,Humour,Blanc,Pizza,Lait frais,Go
Jones,Emma,SmartLogistics,Cloud,Cinéma,10,Impatience,Leadership,Violet,Thieboudienne,Bière artisanale,C#
Dubois,Aïcha,CyberGuard,UI/UX,Bénévolat,8,Perfectionnisme,Logique,Orange,Sushi,Vin rouge,Rust
Coulibaly,Moussa,DataInsight,QA,Lecture,4,Timidité,Organisation,Rose,Burger gourmet,Limonade maison,Kotlin
Brown,Fatoumata,RoboAssist,Product Owner,Football,12,Têtu,Autonomie,Gris,Yassa au poulet,Sirop de menthe,TypeScript
Konaté,Omar,UrbanFlow,Machine Learning,Gaming,0,Distrait,Créativité,Marron,Couscous royal,Smoothie,Python
Miller,Aminata,EcoHarvest,Big Data,Coding,15,Gourmandise,Empathie,Cyan,Poulet rôti,Tisane,PHP
Camara,Ibrahim,AIPrognosis,Réseaux,Danse,7,Curiosité excessive,Rigueur,Bleu,Salade composée,Café,Java
Davis,Mariam,QuantumSecure,Embarqué,Voyage,3,Sensibilité,Adaptabilité,Vert,Tacos mexicains,Thé vert,C++
Bâ,Ousmane,BioInnovate,Blockchain,Randonnée,11,Bavard,Esprit d'équipe,Red,Paella,Eau pétillante,JavaScript
Garcia,Khadija,MediCareLink,Data,Cuisine,5,Narcissisme léger,Persévérance,Jaune,Raclette,Jus d'orange,Python
Diop,Lamine,FoodChain,Dev Web,Musique,9,Indécision,Curiosité,Noir,Soupe Pho,Coca-Cola,Swift
Rodriguez,Sophie,TravelWise,DevOps,Photographie,2,Hyperactif,Optimisme,Blanc,Curry indien,Lait frais,Go
Keita,Paul,AutoPilotX,IA,Yoga,14,Procrastination,Fiabilité,Violet,Pizza,Bière artisanale,C#
Leroy,Marie,SmartHomeOS,Cybersécurité,Peinture,6,Impatience,Humour,Orange,Thieboudienne,Vin rouge,Rust
Moreau,Pierre,EduBoost,Mobile,Natation,1,Perfectionnisme,Leadership,Rose,Sushi,Limonade maison,Kotlin
Laurent,Jean,FinTrack,Cloud,Jardinage,10,Timidité,Logique,Gris,Burger gourmet,Sirop de menthe,TypeScript
Simon,Antoine,SafeCity,UI/UX,Échecs,8,Têtu,Organisation,Marron,Yassa au poulet,Smoothie,Python
Michel,Camille,HealthConnect,QA,Cinéma,4,Distrait,Autonomie,Cyan,Couscous royal,Tisane,PHP
Dupont,Louis,AgriTech+,Product Owner,Bénévolat,12,Gourmandise,Créativité,Bleu,Poulet rôti,Café,Java
Ndiaye,Manon,GreenEnergy,Machine Learning,Lecture,0,Curiosité excessive,Empathie,Vert,Salade composée,Thé vert,C++
Smith,Emma,SmartLogistics,Big Data,Football,15,Sensibilité,Rigueur,Red,Tacos mexicains,Eau pétillante,JavaScript
Martin,Aïcha,CyberGuard,Réseaux,Gaming,7,Bavard,Adaptabilité,Jaune,Paella,Jus d'orange,Python
Diallo,Bob,DataInsight,Embarqué,Coding,3,Narcissisme léger,Esprit d'équipe,Noir,Raclette,Coca-Cola,Swift
Johnson,Fatoumata,RoboAssist,Blockchain,Danse,11,Indécision,Persévérance,Blanc,Soupe Pho,Lait frais,Go
Fatou,Diop,AgriTech+,Data Science,Lecture,7,Procrastination,Rigueur,Bleu,Couscous,Café,Python
Amadou,Diallo,SafeCity,Mobile Development,Football,3,Impatience,Créativité,Vert,Thieboudienne,Jus d'orange,Java
Sophie,Dupont,EduBoost,Web Development,Danse,5,Timidité,Empathie,Rouge,Pizza,Thé,JavaScript
Moussa,Traoré,FinTrack,AI/ML Engineering,Gaming,8,Distraction,Curiosité,Noir,Sushi,Eau,Python
Marie,Martin,HealthConnect,DevOps,Voyage,10,Perfectionnisme,Persévérance,Violet,Pâtes Carbonara,Coca-Cola,Go
John,Smith,GreenEnergy,Cloud Architecture,Randonnée,6,Têtu,Optimisme,Jaune,Burger,Limonade,C#
Aïcha,Ndiaye,SmartLogistics,Cybersecurity,Cuisine,4,Trop bavard,Adaptabilité,Rose,Poulet Yassa,Jus de Bissap,PHP
Lucas,Bernard,DataPulse,Data Science,Musique,2,Manque d'organisation,Sens de l'écoute,Gris,Tacos,Smoothies,Python
Emily,Johnson,AI_Innovate,AI/ML Engineering,Photographie,9,Anxiété,Leadership,Blanc,Riz Frit,Café,Rust
Pierre,Thomas,QuantumLeap,Embedded Systems,Peinture,12,Indécision,Autonomie,Bleu,Lasagnes,Thé,C++
Mariam,Koné,UrbanFlow,Web Development,Course à pied,1,Sarcasme,Honnêteté,Vert,Curry,Eau,JavaScript
David,Williams,OceanClean,Blockchain Development,Natation,7,Rêveur,Patience,Rouge,Tajine,Jus d'orange,Solidity
Chloé,Petit,SpaceLink,Network Engineering,Jardinage,11,Procrastination,Rigueur,Noir,Grillades,Biere,Python
Oumar,Camara,BioMetrics,Mobile Development,Échecs,0,Impatience,Créativité,Violet,Couscous,Coca-Cola,Kotlin
Manon,Durand,SmartGrid,UI/UX Design,Yoga,3,Timidité,Empathie,Jaune,Pizza,Lait,HTML/CSS
Sarah,Brown,DeepLearningX,Data Science,Bénévolat,5,Distraction,Curiosité,Rose,Sushi,Thé,Python
Antoine,Leroy,CodeCraft,DevOps,Lecture,8,Perfectionnisme,Persévérance,Gris,Burger,Eau,Go
Rama,Sissoko,PixelPerfect,Quality Assurance,Football,6,Têtu,Optimisme,Blanc,Thieboudienne,Jus d'orange,Java
Louis,Moreau,SecureNet,Cybersecurity,Gaming,4,Trop bavard,Adaptabilité,Bleu,Pâtes Carbonara,Café,PHP
Jessica,Garcia,AgriTech+,Web Development,Danse,2,Manque d'organisation,Sens de l'écoute,Vert,Poulet Yassa,Smoothies,JavaScript
Amadou,Keita,SafeCity,Data Science,Voyage,7,Anxiété,Leadership,Rouge,Tacos,Jus de Bissap,Python
Fatou,Touré,EduBoost,Mobile Development,Randonnée,3,Indécision,Autonomie,Noir,Riz Frit,Thé,Java
Gabriel,Simon,FinTrack,AI/ML Engineering,Cuisine,5,Sarcasme,Honnêteté,Violet,Lasagnes,Eau,Python
Olivia,Laurent,HealthConnect,Cloud Architecture,Musique,8,Rêveur,Patience,Jaune,Curry,Coca-Cola,C#
William,Michel,GreenEnergy,DevOps,Photographie,10,Procrastination,Rigueur,Rose,Tajine,Limonade,Go
Sophia,Martinez,SmartLogistics,Cybersecurity,Peinture,6,Impatience,Créativité,Gris,Grillades,Biere,PHP
James,Rodriguez,DataPulse,Web Development,Course à pied,4,Timidité,Empathie,Blanc,Couscous,Jus d'orange,JavaScript
Ava,Lee,AI_Innovate,Data Science,Natation,2,Distraction,Curiosité,Bleu,Pizza,Café,Python
Benjamin,Kim,QuantumLeap,Mobile Development,Jardinage,9,Perfectionnisme,Persévérance,Vert,Sushi,Thé,Kotlin
Isabelle,Chen,UrbanFlow,UI/UX Design,Échecs,1,Têtu,Optimisme,Rouge,Burger,Eau,HTML/CSS
Sékou,Sow,OceanClean,Blockchain Development,Yoga,11,Trop bavard,Adaptabilité,Noir,Thieboudienne,Jus de Bissap,Solidity
Manon,Diop,SpaceLink,Network Engineering,Bénévolat,0,Manque d'organisation,Sens de l'écoute,Violet,Pâtes Carbonara,Smoothies,Python
Lucas,Traoré,BioMetrics,Embedded Systems,Lecture,3,Anxiété,Leadership,Jaune,Poulet Yassa,Café,C++
Chloé,Martin,SmartGrid,Data Science,Football,5,Indécision,Autonomie,Rose,Tacos,Thé,Python
Antoine,Bernard,DeepLearningX,AI/ML Engineering,Gaming,8,Sarcasme,Honnêteté,Gris,Riz Frit,Eau,Rust
Sarah,Thomas,CodeCraft,DevOps,Danse,6,Rêveur,Patience,Blanc,Lasagnes,Jus d'orange,Go
John,Petit,PixelPerfect,Quality Assurance,Voyage,4,Procrastination,Rigueur,Bleu,Curry,Coca-Cola,Java
Sophie,Durand,SecureNet,Cybersecurity,Randonnée,2,Impatience,Créativité,Vert,Tajine,Limonade,PHP
David,Leroy,AgriTech+,Web Development,Cuisine,7,Timidité,Empathie,Rouge,Grillades,Biere,JavaScript
Mariam,Moreau,SafeCity,Mobile Development,Musique,3,Distraction,Curiosité,Noir,Couscous,Café,Kotlin
Pierre,Garcia,EduBoost,Data Science,Photographie,5,Perfectionnisme,Persévérance,Violet,Pizza,Thé,Python
Emily,Keita,FinTrack,AI/ML Engineering,Peinture,8,Têtu,Optimisme,Jaune,Sushi,Eau,Python
Fatou,Simon,HealthConnect,Cloud Architecture,Course à pied,10,Trop bavard,Adaptabilité,Rose,Burger,Jus d'orange,C#
Moussa,Laurent,GreenEnergy,DevOps,Natation,6,Manque d'organisation,Sens de l'écoute,Gris,Thieboudienne,Smoothies,Go
Marie,Michel,SmartLogistics,Blockchain Development,Jardinage,4,Anxiété,Leadership,Blanc,Pâtes Carbonara,Jus de Bissap,Solidity
Amadou,Martinez,DataPulse,Network Engineering,Échecs,2,Indécision,Autonomie,Bleu,Poulet Yassa,Café,Python
Olivia,Rodriguez,AI_Innovate,Embedded Systems,Yoga,9,Sarcasme,Honnêteté,Vert,Tacos,Thé,C++
William,Lee,QuantumLeap,UI/UX Design,Bénévolat,1,Rêveur,Patience,Rouge,Riz Frit,Eau,HTML/CSS
Sophia,Kim,UrbanFlow,Data Science,Lecture,11,Procrastination,Rigueur,Noir,Lasagnes,Coca-Cola,Python
James,Chen,OceanClean,Mobile Development,Football,0,Impatience,Créativité,Violet,Curry,Limonade,Java
Ava,Sow,SpaceLink,Web Development,Gaming,3,Timidité,Empathie,Jaune,Tajine,Biere,JavaScript
Benjamin,Diop,BioMetrics,AI/ML Engineering,Danse,5,Distraction,Curiosité,Rose,Grillades,Jus d'orange,Python
Isabelle,Traoré,SmartGrid,DevOps,Voyage,8,Perfectionnisme,Persévérance,Gris,Couscous,Café,Go
Sékou,Martin,DeepLearningX,Cybersecurity,Randonnée,6,Têtu,Optimisme,Blanc,Pizza,Thé,PHP
Manon,Bernard,CodeCraft,Data Science,Cuisine,4,Trop bavard,Adaptabilité,Bleu,Sushi,Eau,Python
Lucas,Thomas,PixelPerfect,Mobile Development,Musique,2,Manque d'organisation,Sens de l'écoute,Vert,Burger,Smoothies,Kotlin
Chloé,Petit,SecureNet,Cloud Architecture,Photographie,7,Anxiété,Leadership,Rouge,Thieboudienne,Jus de Bissap,C#
Antoine,Durand,AgriTech+,Embedded Systems,Peinture,3,Indécision,Autonomie,Noir,Pâtes Carbonara,Café,C++
Sarah,Leroy,SafeCity,UI/UX Design,Course à pied,5,Sarcasme,Honnêteté,Violet,Poulet Yassa,Thé,HTML/CSS
John,Moreau,EduBoost,Blockchain Development,Natation,8,Rêveur,Patience,Jaune,Tacos,Eau,Solidity
Sophie,Garcia,FinTrack,Network Engineering,Jardinage,10,Procrastination,Rigueur,Rose,Riz Frit,Jus d'orange,Python
David,Keita,HealthConnect,Data Science,Échecs,6,Impatience,Créativité,Gris,Lasagnes,Coca-Cola,Python
Mariam,Simon,GreenEnergy,AI/ML Engineering,Yoga,4,Timidité,Empathie,Blanc,Curry,Limonade,Rust
Pierre,Laurent,SmartLogistics,DevOps,Bénévolat,2,Distraction,Curiosité,Bleu,Tajine,Biere,Go
Emily,Michel,DataPulse,Cybersecurity,Lecture,9,Perfectionnisme,Persévérance,Vert,Grillades,Jus d'orange,PHP
Fatou,Martinez,AI_Innovate,Web Development,Football,1,Têtu,Optimisme,Rouge,Couscous,Café,JavaScript
Moussa,Rodriguez,QuantumLeap,Mobile Development,Gaming,11,Trop bavard,Adaptabilité,Noir,Pizza,Thé,Java
Marie,Lee,UrbanFlow,Data Science,Danse,0,Manque d'organisation,Sens de l'écoute,Violet,Sushi,Eau,Python
Amadou,Kim,OceanClean,Cloud Architecture,Voyage,3,Anxiété,Leadership,Jaune,Burger,Smoothies,C#
Olivia,Chen,SpaceLink,Embedded Systems,Randonnée,5,Indécision,Autonomie,Rose,Thieboudienne,Jus de Bissap,C++
William,Sow,BioMetrics,UI/UX Design,Cuisine,8,Sarcasme,Honnêteté,Gris,Pâtes Carbonara,Café,HTML/CSS
Sophia,Diop,SmartGrid,Blockchain Development,Musique,6,Rêveur,Patience,Blanc,Poulet Yassa,Thé,Solidity
