Nom,Prénom,Projet,Spécialité,Hobby,Nombre d'années d'expérience,Défaut,Qualité,Couleur préférée,Plat préféré,Boisson préférée,Langage préféré
Thomas,Sarah,AutoLearn,Développement Web,Cinéma,2,Procrastination,Curiosité,Jaune,Pierogi,Bière,Python
Kone,Emily,FinTrack,Développement Mobile,Natation,11,Sensible,Organisé,Bleu,Couscous,Eau pétillante,C#
Smith,Wei,MediCare,Big Data,Gaming,7,Anxieux,Persévérant,Jaune,Pizza,Jus de pomme,JavaScript
Diop,Aïcha,EduBoost,Développement Web,Lecture,2,Impulsif,Créatif,Rouge,Sushi,Thé,PHP
Martin,Abdul,SmartHome,DevOps,Coding personnel,13,Procrastinateur,Esprit d'équipe,Vert,Burger,Café,Python
Jones,Olivia,UrbanFlow,Cybersécurité,Voyage,5,Distrait,Curieux,Noir,Tacos,Limonade,Go
Wang,Satoshi,QuantumLeap,Intelligence Artificielle,Échecs,9,Têtu,Analytique,Blanc,Ramen,Eau,Rust
Dubois,Théo,AgriTech+,Cloud Computing,Jardinage,1,Timide,Communicatif,Violet,Lasagnes,Chocolat chaud,Java
Johnson,Sarah,SafeCity,QA Testing,Danse,8,Bavard,Pédagogue,Orange,Salade César,Smoothie,Kotlin
Dupont,Manon,CyberGuard,UI/UX Design,Photographie,4,Désordonné,Autonome,Rose,Fondue,Lait,Swift
Moreau,Omar,HealthConnect,Data Science,Randonnée,10,Critique,Rigoureux,Gris,Poulet Yassa,Infusion,SQL
Laurent,Fatou,EcoMonitor,Embarqué,Vélo,6,Perfectionniste,Proactif,Marron,Thieboudienne,Jus d'orange,C++
Taylor,James,DataSphere,Blockchain,Musique,3,Sarcastic,Bienveillant,Cyan,Curry,Coca-Cola,TypeScript
García,Mia,FutureMind,Product Management,Cuisine,14,Impatient,Logique,Bleu,Paëlla,Boisson énergétique,Shell Script
Bernard,Lucas,CodeCraft,Développement Web,Football,0,Réticent au changement,Adaptable,Vert,Pizza,Eau,Python
Traoré,Aminata,VisionAI,DevOps,Lecture,12,Anxieux,Organisé,Rouge,Sushi,Café,JavaScript
Wilson,Emily,GlobalLink,Intelligence Artificielle,Gaming,7,Sensible,Créatif,Noir,Burger,Thé,PHP
Sow,Mamadou,AgriTech+,Cybersécurité,Coding personnel,5,Distrait,Esprit d'équipe,Blanc,Couscous,Limonade,Go
Miller,John,EduLearn,Développement Mobile,Voyage,9,Têtu,Analytique,Jaune,Ramen,Eau pétillante,Rust
Camara,Mariam,SmartGrid,Cloud Computing,Natation,1,Timide,Communicatif,Violet,Lasagnes,Chocolat chaud,Java
Jones,Chloé,SecureNet,QA Testing,Danse,8,Bavard,Pédagogue,Orange,Salade César,Smoothie,Kotlin
Wang,Olivia,MediCare,UI/UX Design,Photographie,4,Désordonné,Autonome,Rose,Fondue,Lait,Swift
Kim,Satoshi,HealthConnect,Data Science,Randonnée,10,Critique,Rigoureux,Gris,Poulet Yassa,Infusion,SQL
Smith,Elena,EcoMonitor,Embarqué,Vélo,6,Perfectionniste,Proactif,Marron,Thieboudienne,Jus d'orange,C++
Dupont,Wei,FutureMind,Product Management,Cuisine,14,Impatient,Logique,Bleu,Paëlla,Boisson énergétique,Shell Script
Johnson,Pierre,CodeCraft,Développement Web,Football,0,Réticent au changement,Adaptable,Vert,Pizza,Eau,Python
Williams,Sophie,VisionAI,DevOps,Lecture,12,Anxieux,Organisé,Rouge,Sushi,Café,JavaScript
Brown,Antoine,GlobalLink,Intelligence Artificielle,Gaming,7,Sensible,Créatif,Noir,Burger,Thé,PHP
Davis,Camille,AgriTech+,Cybersécurité,Coding personnel,5,Distrait,Esprit d'équipe,Blanc,Couscous,Limonade,Go
Miller,Lucas,EduLearn,Développement Mobile,Voyage,9,Têtu,Analytique,Jaune,Ramen,Eau pétillante,Rust
Wilson,Manon,SmartGrid,Cloud Computing,Natation,1,Timide,Communicatif,Violet,Lasagnes,Chocolat chaud,Java
Moore,Emma,SecureNet,QA Testing,Danse,8,Bavard,Pédagogue,Orange,Salade César,Smoothie,Kotlin
Taylor,Théo,CyberGuard,UI/UX Design,Photographie,4,Désordonné,Autonome,Rose,Fondue,Lait,Swift
García,Léa,HealthConnect,Data Science,Randonnée,10,Critique,Rigoureux,Gris,Poulet Yassa,Infusion,SQL
Rodríguez,Jules,EcoMonitor,Embarqué,Vélo,6,Perfectionniste,Proactif,Marron,Thieboudienne,Jus d'orange,C++
Khan,Chloé,FutureMind,Product Management,Cuisine,14,Impatient,Logique,Bleu,Paëlla,Boisson énergétique,Shell Script
Wang,Nathan,CodeCraft,Développement Web,Football,0,Réticent au changement,Adaptable,Vert,Pizza,Eau,Python
Kim,Fatou,VisionAI,DevOps,Lecture,12,Anxieux,Organisé,Rouge,Sushi,Café,JavaScript
Smith,Omar,GlobalLink,Intelligence Artificielle,Gaming,7,Sensible,Créatif,Noir,Burger,Thé,PHP
Diop,Aïcha,AgriTech+,Cybersécurité,Coding personnel,5,Distrait,Esprit d'équipe,Blanc,Couscous,Limonade,Go
Martin,Moussa,EduLearn,Développement Mobile,Voyage,9,Têtu,Analytique,Jaune,Ramen,Eau pétillante,Rust
Jones,Mariam,SmartGrid,Cloud Computing,Natation,1,Timide,Communicatif,Violet,Lasagnes,Chocolat chaud,Java
Wang,Mamadou,SecureNet,QA Testing,Danse,8,Bavard,Pédagogue,Orange,Salade César,Smoothie,Kotlin
Kim,Aminata,CyberGuard,UI/UX Design,Photographie,4,Désordonné,Autonome,Rose,Fondue,Lait,Swift
Smith,Idrissa,HealthConnect,Data Science,Randonnée,10,Critique,Rigoureux,Gris,Poulet Yassa,Infusion,SQL
Diop,Khadija,EcoMonitor,Embarqué,Vélo,6,Perfectionniste,Proactif,Marron,Thieboudienne,Jus d'orange,C++
Martin,Mor,FutureMind,Product Management,Cuisine,14,Impatient,Logique,Bleu,Paëlla,Boisson énergétique,Shell Script
Jones,John,CodeCraft,Développement Web,Football,0,Réticent au changement,Adaptable,Vert,Pizza,Eau,Python
Wang,Emily,VisionAI,DevOps,Lecture,12,Anxieux,Organisé,Rouge,Sushi,Café,JavaScript
Kim,Michael,GlobalLink,Intelligence Artificielle,Gaming,7,Sensible,Créatif,Noir,Burger,Thé,PHP
Smith,Sarah,AgriTech+,Cybersécurité,Coding personnel,5,Distrait,Esprit d'équipe,Blanc,Couscous,Limonade,Go
Diop,David,EduLearn,Développement Mobile,Voyage,9,Têtu,Analytique,Jaune,Ramen,Eau pétillante,Rust
Martin,Olivia,SmartGrid,Cloud Computing,Natation,1,Timide,Communicatif,Violet,Lasagnes,Chocolat chaud,Java
Jones,James,SecureNet,QA Testing,Danse,8,Bavard,Pédagogue,Orange,Salade César,Smoothie,Kotlin
Wang,Sophia,CyberGuard,UI/UX Design,Photographie,4,Désordonné,Autonome,Rose,Fondue,Lait,Swift
Kim,Robert,HealthConnect,Data Science,Randonnée,10,Critique,Rigoureux,Gris,Poulet Yassa,Infusion,SQL
Smith,Mia,EcoMonitor,Embarqué,Vélo,6,Perfectionniste,Proactif,Marron,Thieboudienne,Jus d'orange,C++
Diop,Elena,FutureMind,Product Management,Cuisine,14,Impatient,Logique,Bleu,Paëlla,Boisson énergétique,Shell Script
Martin,Wei,CodeCraft,Développement Web,Football,0,Réticent au changement,Adaptable,Vert,Pizza,Eau,Python
Jones,Satoshi,VisionAI,DevOps,Lecture,12,Anxieux,Organisé,Rouge,Sushi,Café,JavaScript
Wang,Abdul,GlobalLink,Intelligence Artificielle,Gaming,7,Sensible,Créatif,Noir,Burger,Thé,PHP
Kim,Pierre,AgriTech+,Cybersécurité,Coding personnel,5,Distrait,Esprit d'équipe,Blanc,Couscous,Limonade,Go
Smith,Sophie,EduLearn,Développement Mobile,Voyage,9,Têtu,Analytique,Jaune,Ramen,Eau pétillante,Rust
Diop,Antoine,SmartGrid,Cloud Computing,Natation,1,Timide,Communicatif,Violet,Lasagnes,Chocolat chaud,Java
Martin,Camille,SecureNet,QA Testing,Danse,8,Bavard,Pédagogue,Orange,Salade César,Smoothie,Kotlin
Jones,Lucas,CyberGuard,UI/UX Design,Photographie,4,Désordonné,Autonome,Rose,Fondue,Lait,Swift
Wang,Manon,HealthConnect,Data Science,Randonnée,10,Critique,Rigoureux,Gris,Poulet Yassa,Infusion,SQL
Kim,Emma,EcoMonitor,Embarqué,Vélo,6,Perfectionniste,Proactif,Marron,Thieboudienne,Jus d'orange,C++
Smith,Théo,FutureMind,Product Management,Cuisine,14,Impatient,Logique,Bleu,Paëlla,Boisson énergétique,Shell Script
Diop,Léa,CodeCraft,Développement Web,Football,0,Réticent au changement,Adaptable,Vert,Pizza,Eau,Python
Martin,Jules,VisionAI,DevOps,Lecture,12,Anxieux,Organisé,Rouge,Sushi,Café,JavaScript
Jones,Chloé,GlobalLink,Intelligence Artificielle,Gaming,7,Sensible,Créatif,Noir,Burger,Thé,PHP
Wang,Nathan,AgriTech+,Cybersécurité,Coding personnel,5,Distrait,Esprit d'équipe,Blanc,Couscous,Limonade,Go
Kim,Fatou,EduLearn,Développement Mobile,Voyage,9,Têtu,Analytique,Jaune,Ramen,Eau pétillante,Rust
Smith,Omar,SmartGrid,Cloud Computing,Natation,1,Timide,Communicatif,Violet,Lasagnes,Chocolat chaud,Java
Diop,Aïcha,SecureNet,QA Testing,Danse,8,Bavard,Pédagogue,Orange,Salade César,Smoothie,Kotlin
Martin,Moussa,CyberGuard,UI/UX Design,Photographie,4,Désordonné,Autonome,Rose,Fondue,Lait,Swift
Jones,Mariam,HealthConnect,Data Science,Randonnée,10,Critique,Rigoureux,Gris,Poulet Yassa,Infusion,SQL
Wang,Mamadou,EcoMonitor,Embarqué,Vélo,6,Perfectionniste,Proactif,Marron,Thieboudienne,Jus d'orange,C++
Kim,Aminata,FutureMind,Product Management,Cuisine,14,Impatient,Logique,Bleu,Paëlla,Boisson énergétique,Shell Script
Smith,Idrissa,CodeCraft,Développement Web,Football,0,Réticent au changement,Adaptable,Vert,Pizza,Eau,Python
Diop,Khadija,VisionAI,DevOps,Lecture,12,Anxieux,Organisé,Rouge,Sushi,Café,JavaScript
Martin,Mor,GlobalLink,Intelligence Artificielle,Gaming,7,Sensible,Créatif,Noir,Burger,Thé,PHP
Jones,John,AgriTech+,Cybersécurité,Coding personnel,5,Distrait,Esprit d'équipe,Blanc,Couscous,Limonade,Go
Wang,Emily,EduLearn,Développement Mobile,Voyage,9,Têtu,Analytique,Jaune,Ramen,Eau pétillante,Rust
Kim,Michael,SmartGrid,Cloud Computing,Natation,1,Timide,Communicatif,Violet,Lasagnes,Chocolat chaud,Java
Smith,Sarah,SecureNet,QA Testing,Danse,8,Bavard,Pédagogue,Orange,Salade César,Smoothie,Kotlin
Diop,David,CyberGuard,UI/UX Design,Photographie,4,Désordonné,Autonome,Rose,Fondue,Lait,Swift
Martin,Olivia,HealthConnect,Data Science,Randonnée,10,Critique,Rigoureux,Gris,Poulet Yassa,Infusion,SQL
Jones,James,EcoMonitor,Embarqué,Vélo,6,Perfectionniste,Proactif,Marron,Thieboudienne,Jus d'orange,C++
Wang,Sophia,FutureMind,Product Management,Cuisine,14,Impatient,Logique,Bleu,Paëlla,Boisson énergétique,Shell Script
Kim,Robert,CodeCraft,Développement Web,Football,0,Réticent au changement,Adaptable,Vert,Pizza,Eau,Python
Smith,Mia,VisionAI,DevOps,Lecture,12,Anxieux,Organisé,Rouge,Sushi,Café,JavaScript
Diop,Elena,GlobalLink,Intelligence Artificielle,Gaming,7,Sensible,Créatif,Noir,Burger,Thé,PHP
Martin,Wei,AgriTech+,Cybersécurité,Coding personnel,5,Distrait,Esprit d'équipe,Blanc,Couscous,Limonade,Go
Jones,Satoshi,EduLearn,Développement Mobile,Voyage,9,Têtu,Analytique,Jaune,Ramen,Eau pétillante,Rust
Wang,Abdul,SmartGrid,Cloud Computing,Natation,1,Timide,Communicatif,Violet,Lasagnes,Chocolat chaud,Java
Dupont,Sophie,EduBoost,Dev Web,Lecture,5,Procrastination,Curiosité,Bleu,Pizza,Café,JavaScript
Diallo,Moussa,SafeCity,Cybersécurité,Football,8,Têtu,Persévérance,Vert,Thieboudienne,Bissap,Python
Garcia,Maria,FinTrack,Data,Danse,3,Impatience,Créativité,Rouge,Tacos,Jus d'orange,R
Kim,Alex,HealthConnect,Mobile,Gaming,6,Distrait,Adaptabilité,Jaune,Sushi,Eau,Kotlin
Müller,Thomas,AgriTech+,IA,Randonnée,10,Perfectionnisme,Rigueur,Noir,Couscous,Thé,Python
Ndiaye,Aminata,SmartLogistics,Cloud,Voyage,4,Timidité,Empathie,Blanc,Yassa,Jus de mangue,Go
Chen,Li,EcoMonitor,DevOps,Coding,7,Désorganisé,Organisation,Violet,Riz cantonais,Coca-Cola,Shell
Schmidt,Anna,CyberGuard,UI/UX Design,Peinture,2,Trop émotif,Communication,Orange,Salade César,Limonade,JavaScript
Rossi,Marco,DataPulse,Data,Cuisine,9,Maniaque,Proactivité,Rose,Pâtes Carbonara,Vin,Scala
Suzuki,Hiroshi,InnovateX,Chef de Projet,Musique,12,Bavard,Esprit d'équipe,Gris,Ramen,Sake,N/A
Traoré,Fatou,FutureGrid,Blockchain,Natation,1,Indécis,Loyauté,Cyan,Maffé,Eau pétillante,Solidity
Ivanov,Sergei,UrbanAI,IA,Echecs,11,Facilement vexé,Logique,Magenta,Lasagnes,Bière,C++
Kouyaté,Fanta,DigitalBridge,Réseaux,Jardinage,5,Excessif,Optimisme,Marron,Poulet rôti,Soda,C
Silva,Ricardo,Connectify,Dev Web,Vélo,7,Procrastination,Curiosité,Bleu,Burger,Boisson énergisante,PHP
Wang,Mei,SecureNet,Cybersécurité,Lecture,4,Timidité,Persévérance,Vert,Sushi,Eau,Python
Dubois,Pierre,LearnFlow,Data,Football,9,Impatience,Créativité,Rouge,Pizza,Café,R
Martin,Julie,TaskMate,Mobile,Danse,2,Distrait,Adaptabilité,Jaune,Tacos,Jus d'orange,Swift
Petit,Louis,VisionPro,IA,Randonnée,13,Perfectionnisme,Rigueur,Noir,Couscous,Thé,Python
Leroy,Chloé,ApexSolutions,Cloud,Voyage,6,Désorganisé,Organisation,Blanc,Yassa,Jus de mangue,Go
Bernard,Marie,CloudFlow,DevOps,Coding,8,Trop émotif,Communication,Violet,Riz cantonais,Coca-Cola,Shell
Thomas,Antoine,RoboAssist,UI/UX Design,Peinture,3,Maniaque,Proactivité,Orange,Salade César,Limonade,JavaScript
Robert,Sophie,AeroTech,Chef de Projet,Musique,10,Bavard,Esprit d'équipe,Rose,Pâtes Carbonara,Vin,N/A
Richard,David,AgriTech+,Blockchain,Natation,1,Indécis,Loyauté,Cyan,Maffé,Eau pétillante,Solidity
Durand,Emma,SafeCity,IA,Echecs,11,Facilement vexé,Logique,Magenta,Lasagnes,Bière,C++
Laurent,Lucas,EduBoost,Réseaux,Jardinage,5,Excessif,Optimisme,Marron,Poulet rôti,Soda,C
Garcia,Laura,FinTrack,Dev Web,Gaming,7,Procrastination,Curiosité,Bleu,Thieboudienne,Café,JavaScript
Mendes,Bruno,HealthConnect,Cybersécurité,Football,4,Timidité,Persévérance,Vert,Burger,Eau,Python
Kim,Olivia,SmartLogistics,Data,Lecture,9,Impatience,Créativité,Rouge,Sushi,Jus d'orange,R
Singh,Noah,EcoMonitor,Mobile,Danse,2,Distrait,Adaptabilité,Jaune,Tacos,Lait,Kotlin
Ali,Isabella,CyberGuard,IA,Randonnée,13,Perfectionnisme,Rigueur,Noir,Couscous,Thé,Python
Diallo,Adama,DataPulse,Cloud,Voyage,6,Désorganisé,Organisation,Blanc,Yassa,Jus de mangue,Go
Kouyaté,Fanta,InnovateX,DevOps,Coding,8,Trop émotif,Communication,Violet,Riz cantonais,Coca-Cola,Shell
Ndiaye,Sékou,FutureGrid,UI/UX Design,Peinture,3,Maniaque,Proactivité,Orange,Salade César,Limonade,JavaScript
Traoré,Aïcha,UrbanAI,Chef de Projet,Musique,10,Bavard,Esprit d'équipe,Rose,Pâtes Carbonara,Vin,N/A
Chen,Cédric,DigitalBridge,Blockchain,Natation,1,Indécis,Loyauté,Cyan,Maffé,Eau pétillante,Solidity
Wang,Rama,Connectify,IA,Echecs,11,Facilement vexé,Logique,Magenta,Lasagnes,Bière,C++
Suzuki,Ahmed,SecureNet,Réseaux,Jardinage,5,Excessif,Optimisme,Marron,Poulet rôti,Soda,C
Müller,Sophie,LearnFlow,Dev Web,Gaming,7,Procrastination,Curiosité,Bleu,Pizza,Café,PHP
Schmidt,Pierre,TaskMate,Cybersécurité,Football,4,Timidité,Persévérance,Vert,Thieboudienne,Eau,Python
Ivanov,Marie,VisionPro,Data,Lecture,9,Impatience,Créativité,Rouge,Sushi,Jus d'orange,R
Rossi,Jean,ApexSolutions,Mobile,Danse,2,Distrait,Adaptabilité,Jaune,Tacos,Lait,Swift
Costa,Julie,CloudFlow,IA,Randonnée,13,Perfectionnisme,Rigueur,Noir,Couscous,Thé,Python
Silva,Thomas,RoboAssist,Cloud,Voyage,6,Désorganisé,Organisation,Blanc,Yassa,Jus de mangue,Go
Mbaye,Awa,AeroTech,DevOps,Coding,8,Trop émotif,Communication,Violet,Riz cantonais,Coca-Cola,Shell
Kone,Mohamed,AgriTech+,UI/UX Design,Peinture,3,Maniaque,Proactivité,Orange,Salade César,Limonade,JavaScript
Souleymane,Khadija,SafeCity,Chef de Projet,Musique,10,Bavard,Esprit d'équipe,Rose,Pâtes Carbonara,Vin,N/A
Awa,Fatou,EduBoost,Blockchain,Natation,1,Indécis,Loyauté,Cyan,Maffé,Eau pétillante,Solidity
Khadija,Moussa,FinTrack,IA,Echecs,11,Facilement vexé,Logique,Magenta,Lasagnes,Bière,C++
Dubois,Sophie,HealthConnect,Réseaux,Jardinage,5,Excessif,Optimisme,Marron,Poulet rôti,Soda,C
Martin,Pierre,SmartLogistics,Dev Web,Gaming,7,Procrastination,Curiosité,Bleu,Burger,Café,JavaScript
Petit,Julie,EcoMonitor,Cybersécurité,Football,4,Timidité,Persévérance,Vert,Sushi,Eau,Python
Leroy,Louis,CyberGuard,Data,Lecture,9,Impatience,Créativité,Rouge,Pizza,Jus d'orange,R
Bernard,Chloé,DataPulse,Mobile,Danse,2,Distrait,Adaptabilité,Jaune,Thieboudienne,Lait,Kotlin
Thomas,Antoine,InnovateX,IA,Randonnée,13,Perfectionnisme,Rigueur,Noir,Couscous,Thé,Python
Robert,Emma,FutureGrid,Cloud,Voyage,6,Désorganisé,Organisation,Blanc,Yassa,Jus de mangue,Go
Richard,Marie,UrbanAI,DevOps,Coding,8,Trop émotif,Communication,Violet,Riz cantonais,Coca-Cola,Shell
Durand,David,DigitalBridge,UI/UX Design,Peinture,3,Maniaque,Proactivité,Orange,Salade César,Limonade,JavaScript
Laurent,Lucas,Connectify,Chef de Projet,Musique,10,Bavard,Esprit d'équipe,Rose,Pâtes Carbonara,Vin,N/A
Garcia,Sarah,SecureNet,Blockchain,Natation,1,Indécis,Loyauté,Cyan,Maffé,Eau pétillante,Solidity
Mendes,Emily,LearnFlow,IA,Echecs,11,Facilement vexé,Logique,Magenta,Lasagnes,Bière,C++
Kim,Alex,TaskMate,Réseaux,Jardinage,5,Excessif,Optimisme,Marron,Poulet rôti,Soda,C
Singh,Liam,VisionPro,Dev Web,Gaming,7,Procrastination,Curiosité,Bleu,Tacos,Café,PHP
Ali,Olivia,ApexSolutions,Cybersécurité,Football,4,Timidité,Persévérance,Vert,Burger,Eau,Python
Diallo,Noah,CloudFlow,Data,Lecture,9,Impatience,Créativité,Rouge,Sushi,Jus d'orange,R
Kouyaté,Isabella,RoboAssist,Mobile,Danse,2,Distrait,Adaptabilité,Jaune,Thieboudienne,Lait,Swift
Ndiaye,Lucas,AeroTech,IA,Randonnée,13,Perfectionnisme,Rigueur,Noir,Couscous,Thé,Python
Traoré,Mia,AgriTech+,Cloud,Voyage,6,Désorganisé,Organisation,Blanc,Yassa,Jus de mangue,Go
Chen,Cédric,SafeCity,DevOps,Coding,8,Trop émotif,Communication,Violet,Riz cantonais,Coca-Cola,Shell
Wang,Adama,EduBoost,UI/UX Design,Peinture,3,Maniaque,Proactivité,Orange,Salade César,Limonade,JavaScript
Suzuki,Fanta,FinTrack,Chef de Projet,Musique,10,Bavard,Esprit d'équipe,Rose,Pâtes Carbonara,Vin,N/A
Müller,Sékou,HealthConnect,Blockchain,Natation,1,Indécis,Loyauté,Cyan,Maffé,Eau pétillante,Solidity
Schmidt,Rama,SmartLogistics,IA,Echecs,11,Facilement vexé,Logique,Magenta,Lasagnes,Bière,C++
Ivanov,Souleymane,EcoMonitor,Réseaux,Jardinage,5,Excessif,Optimisme,Marron,Poulet rôti,Soda,C
Rossi,Awa,CyberGuard,Dev Web,Gaming,7,Procrastination,Curiosité,Bleu,Pizza,Café,JavaScript
Costa,Khadija,DataPulse,Cybersécurité,Football,4,Timidité,Persévérance,Vert,Thieboudienne,Eau,Python
Silva,Jean,InnovateX,Data,Lecture,9,Impatience,Créativité,Rouge,Tacos,Jus d'orange,R
Mbaye,Pierre,FutureGrid,Mobile,Danse,2,Distrait,Adaptabilité,Jaune,Sushi,Lait,Kotlin
Kone,Marie,UrbanAI,IA,Randonnée,13,Perfectionnisme,Rigueur,Noir,Couscous,Thé,Python
Souleymane,Sophie,DigitalBridge,Cloud,Voyage,6,Désorganisé,Organisation,Blanc,Yassa,Jus de mangue,Go
Awa,Thomas,Connectify,DevOps,Coding,8,Trop émotif,Communication,Violet,Riz cantonais,Coca-Cola,Shell
Khadija,Julie,SecureNet,UI/UX Design,Peinture,3,Maniaque,Proactivité,Orange,Salade César,Limonade,JavaScript
Dubois,Antoine,LearnFlow,Chef de Projet,Musique,10,Bavard,Esprit d'équipe,Rose,Pâtes Carbonara,Vin,N/A
Martin,Emma,TaskMate,Blockchain,Natation,1,Indécis,Loyauté,Cyan,Maffé,Eau pétillante,Solidity
Petit,Louis,VisionPro,IA,Echecs,11,Facilement vexé,Logique,Magenta,Lasagnes,Bière,C++
Leroy,Chloé,ApexSolutions,Réseaux,Jardinage,5,Excessif,Optimisme,Marron,Poulet rôti,Soda,C
Bernard,Mohamed,CloudFlow,Dev Web,Gaming,7,Procrastination,Curiosité,Bleu,Burger,Café,PHP
Thomas,Fatou,RoboAssist,Cybersécurité,Football,4,Timidité,Persévérance,Vert,Sushi,Eau,Python
Robert,Aïcha,AeroTech,Data,Lecture,9,Impatience,Créativité,Rouge,Thieboudienne,Jus d'orange,R
Richard,Moussa,AgriTech+,Mobile,Danse,2,Distrait,Adaptabilité,Jaune,Tacos,Lait,Swift
Durand,Aminata,SafeCity,IA,Randonnée,13,Perfectionnisme,Rigueur,Noir,Couscous,Thé,Python
Laurent,David,EduBoost,Cloud,Voyage,6,Désorganisé,Organisation,Blanc,Yassa,Jus de mangue,Go
Garcia,Sarah,FinTrack,DevOps,Coding,8,Trop émotif,Communication,Violet,Riz cantonais,Coca-Cola,Shell
Mendes,Emily,HealthConnect,UI/UX Design,Peinture,3,Maniaque,Proactivité,Orange,Salade César,Limonade,JavaScript
Kim,Alex,SmartLogistics,Chef de Projet,Musique,10,Bavard,Esprit d'équipe,Rose,Pâtes Carbonara,Vin,N/A
Singh,Liam,EcoMonitor,Blockchain,Natation,1,Indécis,Loyauté,Cyan,Maffé,Eau pétillante,Solidity
Ali,Olivia,CyberGuard,IA,Echecs,11,Facilement vexé,Logique,Magenta,Lasagnes,Bière,C++
Diallo,Noah,DataPulse,Réseaux,Jardinage,5,Excessif,Optimisme,Marron,Poulet rôti,Soda,C
Ali,Fatima,CyberGuard,Cybersécurité,Danse,8,Impulsivité,Patience,Vert,Thieboudienne,Eau,Python
Dubois,Pierre,FinTrack,Développement Web Back-end,Gaming,12,Procrastination,Esprit d'équipe,Bleu,Pâtes Carbonara,Café,PHP
Koulibaly,Moussa,EduBoost,Développement Mobile (Android),Football,5,Têtu,Persévérance,Rouge,Poulet Yassa,Jus d'orange,Java
Garcia,Maria,AgriTech+,Data Science,Lecture,7,Distraction,Curiosité,Jaune,Tacos,Thé,Python
Chen,Wei,AIInnovate,Intelligence Artificielle,Coding,10,Perfectionnisme,Rigueur,Noir,Ramen,Eau gazeuse,Python
Durand,Sophie,SafeCity,UI/UX Design,Photographie,3,Indécision,Créativité,Rose,Pizza,Limonade,JavaScript
Traoré,Aïcha,HealthConnect,Développement Mobile (iOS),Voyage,6,Bavardage,Empathie,Violet,Couscous,Smoothie,Swift
Smith,John,CloudPioneer,Cloud Computing (AWS),Randonnée,9,Impatience,Proactivité,Gris,Hamburger,Coca-Cola,Go
Ndiaye,Aminata,GreenEnergy,Big Data,Jardinage,4,Sensible,Organisation,Turquoise,Thieboudienne,Jus d'orange,Python
Silva,Ricardo,SmartLogistics,DevOps,Cyclisme,11,Orgueil,Adaptabilité,Orange,Feijoada,Bière,Shell Scripting
Bernard,Louis,DataInsight,Base de Données,Musique (instrument),13,Désordonné,Autonomie,Bleu,Lasagnes,Vin rouge,SQL
Lee,Mi-na,VisionAI,Machine Learning,Peinture,2,Timidité,Humilité,Blanc,Sushi,Tisane,Python
Mohamed,Omar,NetSecure,Cybersécurité,Échecs,7,Paranoïa,Esprit critique,Marron,Tajine,Eau,C#
Kim,Min-jun,RoboFarm,Ingénierie Logicielle,Gaming,8,Rigide,Détermination,Argent,Bibimbap,Café,Java
Williams,Sarah,AquaSense,QA & Tests,Natation,5,Pessimisme,Optimisme,Vert,Salade Composée,Thé,JavaScript
Johnson,Michael,SpaceBridge,Réseaux,Astronomie,10,Impulsivité,Rigueur,Noir,Curry,Coca-Cola,Python
Diallo,Fatoumata,QuantumLeap,Intelligence Artificielle,Lecture,6,Procrastination,Persévérance,Violet,Poulet Yassa,Eau,Python
Martin,Caroline,BioMedix,Data Science,Yoga,4,Distraction,Empathie,Rose,Sushi,Jus d'orange,R
Roberts,James,UrbanFlow,Développement Web Front-end,Football,9,Têtu,Esprit d'équipe,Bleu,Pizza,Bière,JavaScript
Singh,Priya,RetailFlow,Analyse Fonctionnelle,Cuisine,7,Perfectionnisme,Organisation,Jaune,Curry,Lait,Python
Dubois,Lucas,OptiSupply,DevOps,Coding,11,Impatience,Proactivité,Orange,Chili con Carne,Soda,Go
Brown,Emily,SecureVote,Cybersécurité,Voyage,8,Bavardage,Loyauté,Gris,Tacos,Eau gazeuse,C#
Traoré,Mamadou,TalentHub,Développement Mobile (Android),Basketball,5,Sensible,Humilité,Rouge,Thieboudienne,Smoothie,Kotlin
Hernandez,Sofia,SkillUp,UI/UX Design,Dessin,3,Indécision,Créativité,Turquoise,Pâtes Carbonara,Limonade,JavaScript
Davies,Ben,CodeSphere,Ingénierie Logicielle,Gaming,10,Orgueil,Détermination,Noir,Hamburger,Café,C++
Ramirez,Juan,PixelPulse,Développement Web Front-end,Photographie,6,Désordonné,Adaptabilité,Bleu,Pizza,Coca-Cola,JavaScript
Ndiaye,Ousmane,MindMap,Data Science,Lecture,4,Procrastination,Curiosité,Vert,Couscous,Thé,Python
White,Olivia,EchoVerse,Machine Learning,Musique (instrument),9,Distraction,Patience,Rose,Sushi,Jus d'orange,Python
Mohamed,Aisha,StellarOS,Cloud Computing (Azure),Chant,7,Timidité,Optimisme,Violet,Tajine,Eau,Terraform
Garcia,Mateo,HyperDrive,Développement Web Back-end,Cyclisme,12,Impatience,Rigueur,Marron,Paella,Vin rouge,PHP
Chen,Lei,NeoGen,Intelligence Artificielle,Coding,8,Perfectionnisme,Esprit critique,Argent,Ramen,Eau gazeuse,Python
Durand,Chloé,FusionX,Développement Mobile (iOS),Danse,5,Bavardage,Empathie,Jaune,Crêpes,Smoothie,Swift
Koulibaly,Adama,TerraForm,DevOps,Football,6,Têtu,Persévérance,Rouge,Poulet Yassa,Jus d'orange,Shell Scripting
