Nom,Prénom,Projet,Spécialité,Hobby,Nombre d'années d'expérience,Défaut,Qualité,Couleur préférée,Plat préféré,Boisson préférée,Langage préféré
Richard,Emma,AgriTech+,UI/UX Designer,Natation,11,Mélancolique,Autonomie,Gris,Pizza,Limonade,Python
Robert,Lucas,AquaSense,Architecte Logiciel,Yoga,2,Timidité,Curiosité,Cyan,Hamburger,Jus d'orange,Rust
Williams,Ethan,ConnectHome,Consultant ERP,Lecture,10,Lunatique,Honnêteté,Vert,Tajine,Eau pétillante,TypeScript
Johnson,Hannah,EduBoost,Développeur Web Backend,Voyage,9,Mélancolique,Fiabilité,Rouge,Sushi,Coca-Cola,JavaScript
Touré,Sékou,AgriTech+,Ingénieur Réseaux,Randonnée,0,Colérique,Précision,Gris,Hamburger,Boisson énergisante,Bash
Jones,Julia,SmartLogistics,Architecte Logiciel,Cuisine,5,Crédule,Esprit d'équipe,Jaune,Thieboudienne,Café,Python
Rodriguez,Alice,FinTrack,Architecte Cloud,Gaming,1,Indécis,Optimisme,Violet,Paella,Thé,Java
Davis,George,EcoBuild,Spécialiste Cybersécurité,Photographie,15,Têtu,Organisation,Noir,Riz Cantonais,Smoothie,C#
Konaté,Moussa,HealthConnect,Développeur Mobile Android,Pêche,2,Orgueilleux,Empathie,Blanc,Yassa,Jus de pomme,Kotlin
Garcia,Diana,UrbanSense,QA Engineer,Jardinage,11,Procrastination,Persévérance,Orange,Lasagnes,Chocolat chaud,Go
Sow,Amadou,AI-Innovate,Expert en IA,Écriture,7,Distrait,Adaptabilité,Bleu,Couscous,Eau,Python
Dubois,Sophie,GreenEnergy,Développeur Web Frontend,Yoga,3,Timidité,Autonomie,Magenta,Pizza,Limonade,JavaScript
Smith,Bob,CyberGuard,Ingénieur DevOps,Basket,8,Désordonné,Curiosité,Cyan,Pâtes,Kombucha,Rust
Miller,Charlie,NextGenMedia,UI/UX Designer,Volley,14,Bavard,Créativité,Marron,Quiche Lorraine,Jus d'orange,PHP
Bernard,Camille,DataFlow,Analyste Business,Pêche,6,Sensible,Rigueur,Rouge,Steak-frites,Café,Python
Traoré,Fatoumata,GlobalReach,Scrum Master,Danse,12,Impatience,Résilience,Vert,Curry,Smoothie,Java
Petit,Manon,InsightAnalytics,Développeur Mobile iOS,Lecture,4,Perfectionnisme,Honnêteté,Bleu,Tacos,Thé,Swift
Wilson,Ivan,NeuralLinkPro,Ingénieur Big Data,Coding,9,Procrastination,Fiabilité,Blanc,Ramen,Coca-Cola,Scala
Sy,Khadija,AeroTech,Data Scientist,Voyage,1,Têtu,Organisation,Noir,Yassa,Eau pétillante,R
Moreau,Nathan,FoodChain,Développeur Web Backend,Randonnée,10,Indécis,Esprit d'équipe,Jaune,Thieboudienne,Jus de pomme,TypeScript
Thomas,Léa,SmartGrid,Spécialiste Cybersécurité,Cuisine,7,Crédule,Optimisme,Violet,Paella,Kombucha,C++
Durand,Théo,ConnectHome,Architecte Cloud,Gaming,13,Orgueilleux,Précision,Rouge,Sushi,Boisson énergisante,Elixir
Leroy,Hugo,DeepLearningX,Ingénieur Big Data,Jardinage,5,Distrait,Empathie,Marron,Couscous,Eau,Go
Cissé,Aminata,BioMetricsX,Développeur Mobile Android,Écriture,0,Sensible,Adaptabilité,Rose,Poulet Rôti,Chocolat chaud,Kotlin
Richard,Emma,AgriTech+,UI/UX Designer,Natation,11,Mélancolique,Autonomie,Gris,Pizza,Limonade,Python
Robert,Lucas,AquaSense,Architecte Logiciel,Yoga,2,Timidité,Curiosité,Cyan,Hamburger,Jus d'orange,Rust
Williams,Ethan,ConnectHome,Consultant ERP,Lecture,10,Lunatique,Honnêteté,Vert,Tajine,Eau pétillante,TypeScript
Johnson,Hannah,EduBoost,Développeur Web Backend,Voyage,9,Mélancolique,Fiabilité,Rouge,Sushi,Coca-Cola,JavaScript
Touré,Sékou,AgriTech+,Ingénieur Réseaux,Randonnée,0,Colérique,Précision,Gris,Hamburger,Boisson énergisante,Bash
Jones,Julia,SmartLogistics,Architecte Logiciel,Cuisine,5,Crédule,Esprit d'équipe,Jaune,Thieboudienne,Café,Python
Rodriguez,Alice,FinTrack,Architecte Cloud,Gaming,1,Indécis,Optimisme,Violet,Paella,Thé,Java
Davis,George,EcoBuild,Spécialiste Cybersécurité,Photographie,15,Têtu,Organisation,Noir,Riz Cantonais,Smoothie,C#
Konaté,Moussa,HealthConnect,Développeur Mobile Android,Pêche,2,Orgueilleux,Empathie,Blanc,Yassa,Jus de pomme,Kotlin
Garcia,Diana,UrbanSense,QA Engineer,Jardinage,11,Procrastination,Persévérance,Orange,Lasagnes,Chocolat chaud,Go
Sow,Amadou,AI-Innovate,Expert en IA,Écriture,7,Distrait,Adaptabilité,Bleu,Couscous,Eau,Python
Dubois,Sophie,GreenEnergy,Développeur Web Frontend,Yoga,3,Timidité,Autonomie,Magenta,Pizza,Limonade,JavaScript
Smith,Bob,CyberGuard,Ingénieur DevOps,Basket,8,Désordonné,Curiosité,Cyan,Pâtes,Kombucha,Rust
Miller,Charlie,NextGenMedia,UI/UX Designer,Volley,14,Bavard,Créativité,Marron,Quiche Lorraine,Jus d'orange,PHP
Bernard,Camille,DataFlow,Analyste Business,Pêche,6,Sensible,Rigueur,Rouge,Steak-frites,Café,Python
Traoré,Fatoumata,GlobalReach,Scrum Master,Danse,12,Impatience,Résilience,Vert,Curry,Smoothie,Java
Petit,Manon,InsightAnalytics,Développeur Mobile iOS,Lecture,4,Perfectionnisme,Honnêteté,Bleu,Tacos,Thé,Swift
Wilson,Ivan,NeuralLinkPro,Ingénieur Big Data,Coding,9,Procrastination,Fiabilité,Blanc,Ramen,Coca-Cola,Scala
Sy,Khadija,AeroTech,Data Scientist,Voyage,1,Têtu,Organisation,Noir,Yassa,Eau pétillante,R
Moreau,Nathan,FoodChain,Développeur Web Backend,Randonnée,10,Indécis,Esprit d'équipe,Jaune,Thieboudienne,Jus de pomme,TypeScript
Thomas,Léa,SmartGrid,Spécialiste Cybersécurité,Cuisine,7,Crédule,Optimisme,Violet,Paella,Kombucha,C++
Durand,Théo,ConnectHome,Architecte Cloud,Gaming,13,Orgueilleux,Précision,Rouge,Sushi,Boisson énergisante,Elixir
Leroy,Hugo,DeepLearningX,Ingénieur Big Data,Jardinage,5,Distrait,Empathie,Marron,Couscous,Eau,Go
Cissé,Aminata,BioMetricsX,Développeur Mobile Android,Écriture,0,Sensible,Adaptabilité,Rose,Poulet Rôti,Chocolat chaud,Kotlin
Richard,Emma,AgriTech+,UI/UX Designer,Natation,11,Mélancolique,Autonomie,Gris,Pizza,Limonade,Python
Robert,Lucas,AquaSense,Architecte Logiciel,Yoga,2,Timidité,Curiosité,Cyan,Hamburger,Jus d'orange,Rust
Williams,Ethan,ConnectHome,Consultant ERP,Lecture,10,Lunatique,Honnêteté,Vert,Tajine,Eau pétillante,TypeScript
Johnson,Hannah,EduBoost,Développeur Web Backend,Voyage,9,Mélancolique,Fiabilité,Rouge,Sushi,Coca-Cola,JavaScript
Touré,Sékou,AgriTech+,Ingénieur Réseaux,Randonnée,0,Colérique,Précision,Gris,Hamburger,Boisson énergisante,Bash
Jones,Julia,SmartLogistics,Architecte Logiciel,Cuisine,5,Crédule,Esprit d'équipe,Jaune,Thieboudienne,Café,Python
Rodriguez,Alice,FinTrack,Architecte Cloud,Gaming,1,Indécis,Optimisme,Violet,Paella,Thé,Java
Davis,George,EcoBuild,Spécialiste Cybersécurité,Photographie,15,Têtu,Organisation,Noir,Riz Cantonais,Smoothie,C#
Konaté,Moussa,HealthConnect,Développeur Mobile Android,Pêche,2,Orgueilleux,Empathie,Blanc,Yassa,Jus de pomme,Kotlin
Garcia,Diana,UrbanSense,QA Engineer,Jardinage,11,Procrastination,Persévérance,Orange,Lasagnes,Chocolat chaud,Go
Sow,Amadou,AI-Innovate,Expert en IA,Écriture,7,Distrait,Adaptabilité,Bleu,Couscous,Eau,Python
Dubois,Sophie,GreenEnergy,Développeur Web Frontend,Yoga,3,Timidité,Autonomie,Magenta,Pizza,Limonade,JavaScript
Smith,Bob,CyberGuard,Ingénieur DevOps,Basket,8,Désordonné,Curiosité,Cyan,Pâtes,Kombucha,Rust
Miller,Charlie,NextGenMedia,UI/UX Designer,Volley,14,Bavard,Créativité,Marron,Quiche Lorraine,Jus d'orange,PHP
Bernard,Camille,DataFlow,Analyste Business,Pêche,6,Sensible,Rigueur,Rouge,Steak-frites,Café,Python
Traoré,Fatoumata,GlobalReach,Scrum Master,Danse,12,Impatience,Résilience,Vert,Curry,Smoothie,Java
Petit,Manon,InsightAnalytics,Développeur Mobile iOS,Lecture,4,Perfectionnisme,Honnêteté,Bleu,Tacos,Thé,Swift
Dupont,Antoine,AgriTech+,Dev Web,Photographie,11,Procrastination,Humour,Vert,Burger,Café,Python
Benali,Omar,SafeCity,Mobile,Gaming,13,Distraction,Optimisme,Blanc,Sushi,Café,Java
Traoré,Fatoumata,EduBoost,Data,Danse,0,Sensibilité excessive,Empathie,Rouge,Tiebou Diene,Eau,PHP
Garcia,Sofia,FinTrack,Cybersécurité,Voyage,8,Entêtement,Persévérance,Bleu,Tacos,Jus d'orange,Go
Kim,Kenji,HealthCareX,IA,Musique,5,Timidité,Créativité,Noir,Riz Cantonais,Thé,Python
Johnson,David,GreenEnergy,Cloud,Jardinage,15,Orgueil,Adaptabilité,Jaune,Salade composée,Eau,JavaScript
Diallo,Moussa,SmartLogistics,DevOps,Football,2,Impatience,Esprit d'équipe,Vert,Poulet Yassa,Jus de bissap,Rust
Müller,Julia,CyberGuard,QA Testing,Lecture,7,Perfectionnisme,Rigueur,Violet,Lasagnes,Chocolat chaud,C#
Smith,Kevin,UrbanConnect,UI/UX Design,Jogging,4,Bavardage,Organisation,Orange,Pizza,Soda,PHP
Dupont,Clara,DataInsight,Data,Peinture,9,Cynisme,Curiosité,Rose,Pâtes Carbonara,Vin,Python
N'Goran,Yacine,BioInnovate,Mobile,Coding,6,Impatience,Persévérance,Bleu,Couscous,Jus d'orange,Swift
Chen,Léa,MediLink,IA,Voyage,10,Distraction,Empathie,Vert,Sushi,Thé,Python
Silva,Akira,EcoDrive,Dev Web,Gaming,1,Timidité,Créativité,Noir,Burger,Soda,JavaScript
Kone,Adama,WorkFlowZen,DevOps,Football,3,Orgueil,Esprit d'équipe,Rouge,Poulet Yassa,Bière,Go
Becker,Isabelle,ArtCanvas,UI/UX Design,Danse,12,Sensibilité excessive,Organisation,Jaune,Salade composée,Eau,C#
Moreau,Pierre,AgriTech+,Cloud,Randonnée,0,Procrastination,Humour,Blanc,Pizza,Café,Java
Sanogo,Fatoumata,SafeCity,Cybersécurité,Lecture,8,Entêtement,Rigueur,Violet,Tacos,Jus d'orange,PHP
Wagner,Thabo,EduBoost,Data,Musique,5,Cynisme,Curiosité,Orange,Lasagnes,Chocolat chaud,Rust
Li,Marie,FinTrack,Mobile,Jardinage,14,Bavardage,Optimisme,Rose,Riz Cantonais,Eau,Kotlin
Martinez,Antoine,HealthCareX,Dev Web,Échecs,7,Perfectionnisme,Adaptabilité,Bleu,Pâtes Carbonara,Vin,Python
Dupont,Moussa,GreenEnergy,DevOps,Natation,2,Impatience,Humour,Vert,Poulet Yassa,Jus de bissap,Go
Diallo,Julia,SmartLogistics,IA,Photographie,10,Sensibilité excessive,Empathie,Rouge,Sushi,Thé,Java
Smith,Kevin,CyberGuard,QA Testing,Gaming,1,Distraction,Créativité,Noir,Burger,Soda,C#
Kim,Clara,UrbanConnect,UI/UX Design,Danse,6,Timidité,Organisation,Jaune,Salade composée,Eau,JavaScript
Garcia,Sofia,DataInsight,Data,Peinture,13,Orgueil,Curiosité,Blanc,Lasagnes,Vin,Python
Benali,Yacine,BioInnovate,Mobile,Coding,4,Procrastination,Persévérance,Bleu,Couscous,Jus d'orange,Swift
Traoré,Léa,MediLink,IA,Voyage,11,Entêtement,Empathie,Vert,Sushi,Thé,Python
Johnson,David,EcoDrive,Dev Web,Football,0,Cynisme,Esprit d'équipe,Orange,Burger,Soda,PHP
N'Goran,Akira,WorkFlowZen,DevOps,Lecture,9,Bavardage,Rigueur,Rose,Poulet Yassa,Bière,Go
Chen,Isabelle,ArtCanvas,UI/UX Design,Jardinage,15,Perfectionnisme,Adaptabilité,Violet,Salade composée,Eau,C#
Silva,Omar,AgriTech+,Cloud,Randonnée,3,Impatience,Humour,Bleu,Pizza,Café,Java
Kone,Adama,SafeCity,Cybersécurité,Musique,7,Distraction,Optimisme,Vert,Tacos,Jus d'orange,Rust
Becker,Thabo,EduBoost,Data,Gaming,5,Sensibilité excessive,Curiosité,Rouge,Lasagnes,Chocolat chaud,Python
Moreau,Marie,FinTrack,Mobile,Échecs,12,Timidité,Créativité,Noir,Riz Cantonais,Thé,Kotlin
Sanogo,Pierre,HealthCareX,Dev Web,Coding,1,Orgueil,Persévérance,Jaune,Pâtes Carbonara,Vin,JavaScript
Wagner,Fatoumata,GreenEnergy,DevOps,Danse,8,Procrastination,Esprit d'équipe,Blanc,Poulet Yassa,Jus de bissap,Go
Li,Antoine,SmartLogistics,IA,Photographie,10,Entêtement,Empathie,Vert,Sushi,Café,Python
Martinez,Julia,CyberGuard,QA Testing,Voyage,6,Cynisme,Organisation,Orange,Burger,Soda,C#
Dupont,Kevin,UrbanConnect,UI/UX Design,Natation,14,Bavardage,Rigueur,Rose,Salade composée,Eau,PHP
Diallo,Clara,DataInsight,Data,Peinture,2,Perfectionnisme,Adaptabilité,Bleu,Lasagnes,Vin,Python
Smith,Yacine,BioInnovate,Mobile,Lecture,9,Impatience,Humour,Vert,Couscous,Jus d'orange,Swift
Kim,Léa,MediLink,IA,Football,15,Distraction,Optimisme,Rouge,Sushi,Thé,Java
Garcia,Akira,EcoDrive,Dev Web,Gaming,4,Sensibilité excessive,Créativité,Noir,Burger,Soda,JavaScript
Benali,Omar,WorkFlowZen,DevOps,Jardinage,11,Timidité,Esprit d'équipe,Jaune,Poulet Yassa,Bière,Go
Traoré,Isabelle,ArtCanvas,UI/UX Design,Danse,0,Orgueil,Organisation,Blanc,Salade composée,Eau,C#
Johnson,David,AgriTech+,Cloud,Randonnée,7,Procrastination,Persévérance,Bleu,Pizza,Café,Python
N'Goran,Moussa,SafeCity,Cybersécurité,Musique,5,Entêtement,Rigueur,Vert,Tacos,Jus d'orange,PHP
Chen,Thabo,EduBoost,Data,Lecture,13,Cynisme,Curiosité,Orange,Lasagnes,Chocolat chaud,Rust
Silva,Marie,FinTrack,Mobile,Échecs,2,Bavardage,Optimisme,Rose,Riz Cantonais,Eau,Kotlin
Kone,Pierre,HealthCareX,Dev Web,Coding,10,Perfectionnisme,Adaptabilité,Violet,Pâtes Carbonara,Vin,Python
Becker,Fatoumata,GreenEnergy,DevOps,Natation,8,Impatience,Humour,Bleu,Poulet Yassa,Jus de bissap,Go
Moreau,Antoine,SmartLogistics,IA,Photographie,14,Distraction,Empathie,Vert,Sushi,Thé,Java
Sanogo,Julia,CyberGuard,QA Testing,Voyage,3,Sensibilité excessive,Créativité,Noir,Burger,Soda,C#
Wagner,Kevin,UrbanConnect,UI/UX Design,Danse,11,Timidité,Organisation,Jaune,Salade composée,Eau,JavaScript
Li,Clara,DataInsight,Data,Peinture,0,Orgueil,Curiosité,Blanc,Lasagnes,Vin,Python
Martinez,Yacine,BioInnovate,Mobile,Coding,6,Procrastination,Persévérance,Bleu,Couscous,Jus d'orange,Swift
Dupont,Léa,MediLink,IA,Football,12,Entêtement,Empathie,Vert,Sushi,Thé,Python
Diallo,Akira,EcoDrive,Dev Web,Gaming,1,Cynisme,Esprit d'équipe,Orange,Burger,Soda,PHP
Smith,Omar,WorkFlowZen,DevOps,Jardinage,9,Bavardage,Rigueur,Rose,Poulet Yassa,Bière,Go
Kim,Isabelle,ArtCanvas,UI/UX Design,Danse,15,Perfectionnisme,Adaptabilité,Violet,Salade composée,Eau,C#
Garcia,David,AgriTech+,Cloud,Randonnée,4,Impatience,Humour,Bleu,Pizza,Café,Java
Benali,Moussa,SafeCity,Cybersécurité,Musique,10,Distraction,Optimisme,Vert,Tacos,Jus d'orange,Rust
Traoré,Thabo,EduBoost,Data,Lecture,7,Sensibilité excessive,Curiosité,Rouge,Lasagnes,Chocolat chaud,Python
Johnson,Marie,FinTrack,Mobile,Échecs,13,Timidité,Créativité,Noir,Riz Cantonais,Thé,Kotlin
N'Goran,Pierre,HealthCareX,Dev Web,Coding,2,Orgueil,Persévérance,Jaune,Pâtes Carbonara,Vin,JavaScript
Chen,Fatoumata,GreenEnergy,DevOps,Natation,8,Procrastination,Esprit d'équipe,Blanc,Poulet Yassa,Jus de bissap,Go
Silva,Antoine,SmartLogistics,IA,Photographie,14,Entêtement,Empathie,Vert,Sushi,Café,Python
Kone,Julia,CyberGuard,QA Testing,Voyage,3,Cynisme,Organisation,Orange,Burger,Soda,C#
Becker,Kevin,UrbanConnect,UI/UX Design,Danse,11,Bavardage,Rigueur,Rose,Salade composée,Eau,PHP
Moreau,Clara,DataInsight,Data,Peinture,0,Perfectionnisme,Adaptabilité,Bleu,Lasagnes,Vin,Python
Sanogo,Yacine,BioInnovate,Mobile,Lecture,6,Impatience,Humour,Vert,Couscous,Jus d'orange,Swift
Wagner,Léa,MediLink,IA,Football,12,Distraction,Optimisme,Rouge,Sushi,Thé,Java
Li,Akira,EcoDrive,Dev Web,Gaming,1,Sensibilité excessive,Créativité,Noir,Burger,Soda,JavaScript
Martinez,Omar,WorkFlowZen,DevOps,Jardinage,9,Timidité,Esprit d'équipe,Jaune,Poulet Yassa,Bière,Go
Dupont,Isabelle,ArtCanvas,UI/UX Design,Danse,15,Orgueil,Organisation,Blanc,Salade composée,Eau,C#
Diallo,David,AgriTech+,Cloud,Randonnée,4,Procrastination,Persévérance,Bleu,Pizza,Café,Python
Smith,Moussa,SafeCity,Cybersécurité,Musique,10,Entêtement,Rigueur,Vert,Tacos,Jus d'orange,PHP
Kim,Thabo,EduBoost,Data,Lecture,7,Cynisme,Curiosité,Orange,Lasagnes,Chocolat chaud,Rust
Garcia,Marie,FinTrack,Mobile,Échecs,13,Bavardage,Optimisme,Rose,Riz Cantonais,Eau,Kotlin
Benali,Pierre,HealthCareX,Dev Web,Coding,2,Perfectionnisme,Adaptabilité,Violet,Pâtes Carbonara,Vin,JavaScript
Traoré,Fatoumata,GreenEnergy,DevOps,Natation,8,Impatience,Humour,Bleu,Poulet Yassa,Jus de bissap,Go
Johnson,Antoine,SmartLogistics,IA,Photographie,14,Distraction,Empathie,Vert,Sushi,Café,Python
N'Goran,Julia,CyberGuard,QA Testing,Voyage,3,Sensibilité excessive,Créativité,Noir,Burger,Soda,C#
Chen,Kevin,UrbanConnect,UI/UX Design,Danse,11,Timidité,Organisation,Jaune,Salade composée,Eau,PHP
Silva,Clara,DataInsight,Data,Peinture,0,Orgueil,Curiosité,Blanc,Lasagnes,Vin,Python
Kone,Yacine,BioInnovate,Mobile,Lecture,6,Procrastination,Persévérance,Bleu,Couscous,Jus d'orange,Swift
Becker,Léa,MediLink,IA,Football,12,Entêtement,Empathie,Vert,Sushi,Thé,Java
Moreau,Akira,EcoDrive,Dev Web,Gaming,1,Cynisme,Esprit d'équipe,Orange,Burger,Soda,JavaScript
Sanogo,Omar,WorkFlowZen,DevOps,Jardinage,9,Bavardage,Rigueur,Rose,Poulet Yassa,Bière,Go
Wagner,Isabelle,ArtCanvas,UI/UX Design,Danse,15,Perfectionnisme,Adaptabilité,Violet,Salade composée,Eau,C#
Mamou, Diallo, AgriTech+, Développement Web, Gaming, 7, Impatience, Esprit d'équipe, Rouge, Couscous, Café, Python
Fatou, Camara, SafeCity, Data Science, Lecture, 3, Timidité, Fiabilité, Bleu, Thiéboudienne, Jus d'orange, R
Paul, Dubois, EduBoost, DevOps, Randonnée, 12, Entêtement, Rigueur, Vert, Burger, Bière, Go
Alice, Martin, FinTrack, UI/UX Design, Danse, 5, Procrastination, Créativité, Rose, Sushi, Smoothie, JavaScript
Omar, Ndiaye, HealthCareX, Cybersécurité, Football, 10, Impulsivité, Proactivité, Noir, Poulet Yassa, Eau, C++
Léa, Bernard, EcoDrive, Développement Mobile, Yoga, 2, Sensible, Empathie, Blanc, Salade composée, Thé, Swift
Ibrahima, Sow, SmartGrid, Cloud Computing, Jardinage, 8, Tête en l'air, Organisation, Jaune, Ramen, Boisson énergisante, Java
Amina, Traoré, CyberGuard, Intelligence Artificielle, Dessin, 4, Naïveté, Pédagogie, Violet, Curry, Lait, Python
Alexandre, Thomas, RoboAssist, Data Science, Coding, 1, Distrait, Curiosité, Orange, Pizza, Coca-Cola, C#
Chloe, Petit, DataLens, Développement Web, Voyage, 6, Perfectionnisme, Adaptabilité, Bleu, Pâtes Carbonara, Limonade, PHP
Moussa, Keita, GreenWave, DevOps, Musique, 9, Colère facile, Persévérance, Vert, Couscous, Vin, Ruby
Sophie, Robert, UrbanFlow, Cybersécurité, Photographie, 14, Orgueil, Loyauté, Rouge, Sushi, Chocolat chaud, Rust
Thierno, Cissé, ConnectMe, Développement Mobile, Lecture, 0, Bavard, Sens de l'humour, Gris, Burger, Jus de pomme, Kotlin
Manon, Richard, InnovateHub, UI/UX Design, Cuisine, 11, Maniaque, Patience, Rose, Lasagnes, Milkshake, TypeScript
Sékou, Kone, QuantumLeap, Intelligence Artificielle, Échecs, 5, Impatience, Rigueur, Noir, Thiéboudienne, Café, Python
Emma, Durand, VisionAI, Cloud Computing, Course à pied, 3, Procrastination, Empathie, Blanc, Paella, Eau, Scala
Adama, Touré, AutoPilot, Data Science, Gaming, 7, Entêtement, Proactivité, Jaune, Tacos, Bière, R
Clara, Leroy, BioSense, Développement Web, Danse, 2, Timidité, Créativité, Bleu, Crêpes, Smoothie, JavaScript
Mamadou, Diop, GlobalReach, DevOps, Randonnée, 13, Impulsivité, Organisation, Vert, Grillades, Boisson énergisante, Go
Jules, Moreau, NextGen, Cybersécurité, Yoga, 6, Sensible, Fiabilité, Rouge, Fondue, Thé, C++
Aïcha, Ba, AgriTech+, Développement Mobile, Jardinage, 4, Tête en l'air, Pédagogie, Orange, Poulet Yassa, Lait, Swift
Raphaël, Simon, SafeCity, Intelligence Artificielle, Dessin, 1, Naïveté, Curiosité, Violet, Curry, Coca-Cola, Python
Inès, Laurent, EduBoost, Data Science, Coding, 8, Distrait, Adaptabilité, Bleu, Pizza, Limonade, C#
Louis, Lefebvre, FinTrack, UI/UX Design, Voyage, 10, Perfectionnisme, Persévérance, Rose, Pâtes Carbonara, Jus d'orange, PHP
Boubacar, Sylla, HealthCareX, Développement Web, Musique, 0, Colère facile, Sens de l'humour, Noir, Ramen, Vin, Ruby
Chloé, Roux, EcoDrive, DevOps, Photographie, 15, Orgueil, Loyauté, Vert, Couscous, Chocolat chaud, Rust
Alpha, David, SmartGrid, Cybersécurité, Lecture, 9, Bavard, Esprit d'équipe, Jaune, Sushi, Jus de pomme, Kotlin
Anna, Fournier, CyberGuard, Développement Mobile, Cuisine, 5, Maniaque, Patience, Rouge, Burger, Milkshake, TypeScript
Yaya, Coulibaly, RoboAssist, Intelligence Artificielle, Échecs, 2, Impatience, Rigueur, Blanc, Lasagnes, Café, Python
Jade, Girard, DataLens, Cloud Computing, Course à pied, 11, Procrastination, Empathie, Bleu, Thiéboudienne, Eau, Scala
Ousmane, Martin, GreenWave, Data Science, Gaming, 6, Entêtement, Proactivité, Vert, Paella, Bière, R
Léo, Thomas, UrbanFlow, Développement Web, Danse, 3, Timidité, Créativité, Rose, Tacos, Smoothie, JavaScript
Aminata, Petit, ConnectMe, DevOps, Randonnée, 14, Impulsivité, Organisation, Noir, Crêpes, Boisson énergisante, Go
Hugo, Robert, InnovateHub, Cybersécurité, Yoga, 7, Sensible, Fiabilité, Jaune, Grillades, Thé, C++
Fanta, Richard, QuantumLeap, Développement Mobile, Jardinage, 1, Tête en l'air, Pédagogie, Violet, Fondue, Lait, Swift
Adam, Durand, VisionAI, Intelligence Artificielle, Dessin, 10, Naïveté, Curiosité, Bleu, Poulet Yassa, Coca-Cola, Python
Mia, Leroy, AutoPilot, Data Science, Coding, 5, Distrait, Adaptabilité, Rouge, Curry, Limonade, C#
Ibrahima, Moreau, BioSense, Développement Web, Voyage, 12, Perfectionnisme, Persévérance, Vert, Pizza, Jus d'orange, PHP
Louise, Simon, GlobalReach, DevOps, Musique, 0, Colère facile, Sens de l'humour, Noir, Pâtes Carbonara, Vin, Ruby
Cheikh, Lefebvre, NextGen, Cybersécurité, Photographie, 8, Orgueil, Loyauté, Rose, Ramen, Chocolat chaud, Rust
Ambre, Roux, AgriTech+, Développement Mobile, Lecture, 4, Bavard, Esprit d'équipe, Jaune, Couscous, Jus de pomme, Kotlin
Abdoulaye, David, SafeCity, Intelligence Artificielle, Cuisine, 13, Maniaque, Patience, Blanc, Sushi, Milkshake, TypeScript
Sacha, Fournier, EduBoost, Data Science, Échecs, 6, Impatience, Rigueur, Bleu, Burger, Café, Python
Julia, Girard, FinTrack, Cloud Computing, Course à pied, 2, Procrastination, Empathie, Vert, Lasagnes, Eau, Scala
Modibo, Martin, HealthCareX, Data Science, Gaming, 9, Entêtement, Proactivité, Rouge, Thiéboudienne, Bière, R
Romane, Thomas, EcoDrive, Développement Web, Danse, 5, Timidité, Créativité, Noir, Paella, Smoothie, JavaScript
Bakary, Petit, SmartGrid, DevOps, Randonnée, 11, Impulsivité, Organisation, Jaune, Tacos, Boisson énergisante, Go
Thierno, Robert, CyberGuard, Cybersécurité, Yoga, 3, Sensible, Fiabilité, Bleu, Crêpes, Thé, C++
Khadija, Richard, RoboAssist, Développement Mobile, Jardinage, 14, Tête en l'air, Pédagogie, Rose, Grillades, Lait, Swift
Paul, Durand, DataLens, Intelligence Artificielle, Dessin, 7, Naïveté, Curiosité, Vert, Fondue, Coca-Cola, Python
Anna, Leroy, GreenWave, Data Science, Coding, 1, Distrait, Adaptabilité, Rouge, Poulet Yassa, Limonade, C#
Liam, Moreau, UrbanFlow, Développement Web, Voyage, 10, Perfectionnisme, Persévérance, Noir, Curry, Jus d'orange, PHP
Mia, Simon, ConnectMe, DevOps, Musique, 5, Colère facile, Sens de l'humour, Jaune, Pizza, Vin, Ruby
Lamine, Lefebvre, InnovateHub, Cybersécurité, Photographie, 13, Orgueil, Loyauté, Bleu, Pâtes Carbonara, Chocolat chaud, Rust
Maël, Roux, QuantumLeap, Développement Mobile, Lecture, 6, Bavard, Esprit d'équipe, Vert, Ramen, Jus de pomme, Kotlin
Jules, David, VisionAI, Intelligence Artificielle, Cuisine, 2, Maniaque, Patience, Rouge, Couscous, Milkshake, TypeScript
Arthur, Fournier, AutoPilot, Data Science, Échecs, 9, Impatience, Rigueur, Noir, Sushi, Café, Python
Lucas, Girard, BioSense, Cloud Computing, Course à pied, 4, Procrastination, Empathie, Jaune, Burger, Eau, Scala
Noah, Martin, GlobalReach, Data Science, Gaming, 11, Entêtement, Proactivité, Bleu, Lasagnes, Bière, R
Gabin, Thomas, NextGen, Développement Web, Danse, 8, Timidité, Créativité, Rose, Thiéboudienne, Smoothie, JavaScript
Alpha, Petit, AgriTech+, DevOps, Randonnée, 3, Impulsivité, Organisation, Vert, Paella, Boisson énergisante, Go
Mamou, Robert, SafeCity, Cybersécurité, Yoga, 15, Sensible, Fiabilité, Rouge, Tacos, Thé, C++
Fatou, Richard, EduBoost, Développement Mobile, Jardinage, 7, Tête en l'air, Pédagogie, Noir, Crêpes, Lait, Swift
Paul, Durand, FinTrack, Intelligence Artificielle, Dessin, 1, Naïveté, Curiosité, Jaune, Grillades, Coca-Cola, Python
Alice, Leroy, HealthCareX, Data Science, Coding, 10, Distrait, Adaptabilité, Bleu, Fondue, Limonade, C#
Omar, Moreau, EcoDrive, Développement Web, Voyage, 5, Perfectionnisme, Persévérance, Rose, Poulet Yassa, Jus d'orange, PHP
